courses_id,student_id,semester,grade,course_name,credits,departments_id,student_name,student_major,student_email,department_name,dep_building
161,2932,Spring 2024,D,Strategies in Medicine and Biomedical Research,1,16,William Hernandez,Physics,tbaker@example.org,Medicine and Biomedical Research,Brenda Prairie
152,2954,Spring 2024,B,Research in Business Administration and Management,2,11,Robert Pierce,CS,felicia89@example.net,Business Administration and Management,Page Center
45,4073,Fall 2023,C,Case Studies in Chemistry and Materials Science,3,4,Peter Newman,Math,fordelizabeth@example.org,Computer Science and Artificial Intelligence,Bowman Burg
137,3891,Spring 2024,A,Fundamentals of Marketing and Digital Strategy,2,13,Laura Lewis,History,wilsonlaura@example.net,Marketing and Digital Strategy,Robinson Island
115,1024,Spring 2024,D,Theories in Economics and Policy Studies,3,14,Glenn Alvarado,CS,cweiss@example.net,Economics and Policy Studies,Burns Spur
31,975,Spring 2024,A,Modern Marketing and Digital Strategy,1,13,Lori Bennett,Math,hickmancurtis@example.com,Marketing and Digital Strategy,Robinson Island
30,1727,Spring 2024,B,Policy and Psychology and Behavioral Sciences,4,20,Joel Phelps,Math,ramirezphillip@example.net,Environmental and Sustainability Studies,Brittany Mission
52,777,Fall 2023,D,Theories in Pharmacy and Pharmaceutical Sciences,1,19,Ryan Ellison,Physics,ashley13@example.com,Psychology and Behavioral Sciences,Andrade Center
182,1731,Spring 2024,C,Foundations of Linguistics and Modern Languages,1,10,Luke Roberts,CS,donnarodriguez@example.org,Linguistics and Modern Languages,Dana Cove
133,301,Spring 2024,C,Case Studies in Physics and Astronomy,1,1,John Stephens,CS,conwayjimmy@example.org,Physics and Astronomy,Henderson Path
163,2720,Fall 2023,D,Case Studies in Biological Sciences,3,2,Amanda Obrien,History,heatherguzman@example.org,Biological Sciences,Ramos Hills
84,78,Spring 2024,C,Foundations of Entrepreneurship and Innovation,3,15,Danielle Horn,CS,storres@example.com,Entrepreneurship and Innovation,David Dale
55,4280,Spring 2024,A,Methods in Entrepreneurship and Innovation,1,16,Marie Whitney,Physics,mark64@example.net,Medicine and Biomedical Research,Brenda Prairie
142,701,Spring 2024,D,Policy and Pharmacy and Pharmaceutical Sciences,1,19,Evan Davenport,CS,jason99@example.org,Psychology and Behavioral Sciences,Andrade Center
59,77,Fall 2023,C,Contemporary Issues in Philosophy and Ethics,4,7,Stephen Sanchez,History,david03@example.org,Philosophy and Ethics,Olsen Flats
64,2159,Fall 2023,C,Applications of Finance and Investment Studies,4,12,Bethany Pittman,Math,bryan85@example.org,Finance and Investment Studies,Davis Stream
84,4665,Spring 2024,B,Foundations of Entrepreneurship and Innovation,3,15,Lauren Nicholson,Physics,jonesmatthew@example.com,Entrepreneurship and Innovation,David Dale
85,1144,Spring 2024,D,Perspectives on Business Administration and Management,4,11,Stephanie Myers,CS,shartman@example.net,Business Administration and Management,Page Center
183,302,Fall 2023,A,Principles of Medicine and Biomedical Research,3,16,Peter Faulkner,Physics,nashjason@example.org,Medicine and Biomedical Research,Brenda Prairie
173,4505,Spring 2024,F,Policy and Marketing and Digital Strategy,1,13,Charles Warner,CS,flewis@example.net,Marketing and Digital Strategy,Robinson Island
131,4403,Fall 2023,A,Foundations of Sociology and Anthropology,3,10,Terri Smith,History,vcarroll@example.org,Linguistics and Modern Languages,Dana Cove
145,2379,Spring 2024,D,Introduction to Computer Science and Artificial Intelligence,4,4,Matthew Welch,CS,gallagherchris@example.com,Computer Science and Artificial Intelligence,Bowman Burg
172,2623,Fall 2023,A,Fundamentals of Psychology and Behavioral Sciences,2,19,Sarah Mullins,Physics,brentdickerson@example.net,Psychology and Behavioral Sciences,Andrade Center
11,1804,Spring 2024,A,Foundations of Mechanical and Aerospace Engineering,4,6,Beth Bean,History,cynthia48@example.net,History and Cultural Studies,Brittany Corners
125,4169,Spring 2024,B,Advanced Entrepreneurship and Innovation,4,15,Danielle Hernandez,Math,thomas30@example.org,Entrepreneurship and Innovation,David Dale
128,4625,Spring 2024,A,Perspectives on Medicine and Biomedical Research,1,16,Deborah Perez,Physics,johnjones@example.org,Medicine and Biomedical Research,Brenda Prairie
113,2544,Spring 2024,B,Ethics and Pharmacy and Pharmaceutical Sciences,3,19,David Butler,Math,ejones@example.net,Psychology and Behavioral Sciences,Andrade Center
125,973,Fall 2023,D,Advanced Entrepreneurship and Innovation,4,15,James Lopez,Physics,xford@example.com,Entrepreneurship and Innovation,David Dale
117,2183,Spring 2024,D,Policy and Chemistry and Materials Science,3,4,Lori Martin,Physics,flynnlynn@example.net,Computer Science and Artificial Intelligence,Bowman Burg
180,522,Fall 2023,F,Classical Philosophy and Ethics,3,7,David Abbott,CS,asmith@example.org,Philosophy and Ethics,Olsen Flats
178,536,Fall 2023,D,Advanced Linguistics and Modern Languages,4,10,Tracy Fields,CS,samantha62@example.org,Linguistics and Modern Languages,Dana Cove
130,4131,Spring 2024,C,Applications of Biological Sciences,3,2,Christian Thomas,CS,durhamjessica@example.org,Biological Sciences,Ramos Hills
105,2097,Fall 2023,B,Advanced Psychology and Behavioral Sciences,2,20,Tammy Huffman,Physics,jesse31@example.com,Environmental and Sustainability Studies,Brittany Mission
2,1840,Spring 2024,C,Case Studies in Marketing and Digital Strategy,2,14,Joshua Thompson,History,iclark@example.net,Economics and Policy Studies,Burns Spur
43,4582,Fall 2023,C,Case Studies in Computer Science and Artificial Intelligence,3,5,Sara Austin,Math,wolfeashlee@example.org,Mechanical and Aerospace Engineering,Malone Turnpike
186,1699,Spring 2024,A,Fundamentals of Pharmacy and Pharmaceutical Sciences,2,18,Jacob Miller,CS,carolynwilson@example.net,Pharmacy and Pharmaceutical Sciences,Bradford Ferry
129,2565,Spring 2024,D,Case Studies in Entrepreneurship and Innovation,4,15,David Smith,Physics,janet73@example.com,Entrepreneurship and Innovation,David Dale
180,3999,Fall 2023,D,Classical Philosophy and Ethics,3,7,Samuel Yang,History,ericamcintosh@example.com,Philosophy and Ethics,Olsen Flats
38,1320,Fall 2023,B,Ethics and Medicine and Biomedical Research,4,17,Michael Reed,Physics,hicksmartha@example.org,Nursing and Public Health,Campos Squares
195,4865,Fall 2023,F,Principles of Linguistics and Modern Languages,4,10,David Martinez,Physics,snydershelia@example.org,Linguistics and Modern Languages,Dana Cove
59,4736,Spring 2024,D,Contemporary Issues in Philosophy and Ethics,4,7,Larry Lopez,CS,theresa26@example.org,Philosophy and Ethics,Olsen Flats
36,2921,Spring 2024,B,History of Political Science and International Relations,2,9,Michelle Harris,Math,chad35@example.org,Sociology and Anthropology,Cynthia Square
37,521,Fall 2023,F,Experimental History and Cultural Studies,3,7,Matthew Thomas,Physics,kimberlyhoffman@example.net,Philosophy and Ethics,Olsen Flats
112,1311,Spring 2024,F,Introduction to Business Administration and Management,1,11,Keith Smith,History,thomas30@example.org,Business Administration and Management,Page Center
88,4407,Fall 2023,C,Perspectives on Philosophy and Ethics,3,7,Marissa Ray,Math,ljohnson@example.net,Philosophy and Ethics,Olsen Flats
81,683,Fall 2023,D,Ethics and Computer Science and Artificial Intelligence,1,5,Sharon Watkins,Physics,zachary11@example.org,Mechanical and Aerospace Engineering,Malone Turnpike
191,1368,Fall 2023,B,Research in Philosophy and Ethics,4,7,Matthew Johnson,Physics,csharp@example.org,Philosophy and Ethics,Olsen Flats
132,421,Spring 2024,C,Principles of Marketing and Digital Strategy,4,13,Lisa Bennett,History,johnsonanita@example.org,Marketing and Digital Strategy,Robinson Island
123,2832,Spring 2024,D,Advanced Philosophy and Ethics,4,7,Jennifer Flores,History,wanda70@example.org,Philosophy and Ethics,Olsen Flats
86,4190,Spring 2024,C,Contemporary Issues in Mechanical and Aerospace Engineering,2,6,Julie Hines,Physics,joelmiller@example.net,History and Cultural Studies,Brittany Corners
161,1929,Fall 2023,A,Strategies in Medicine and Biomedical Research,1,16,Jamie Robles,Physics,ygood@example.org,Medicine and Biomedical Research,Brenda Prairie
151,3212,Spring 2024,F,Classical Finance and Investment Studies,4,12,Robert Patterson,History,xdennis@example.net,Finance and Investment Studies,Davis Stream
92,1913,Spring 2024,B,Policy and Chemistry and Materials Science,1,3,Alexandra Obrien,History,teresa15@example.com,Chemistry and Materials Science,Robbins Common
199,2982,Fall 2023,F,Experimental Medicine and Biomedical Research,2,16,Robert Reynolds,Physics,vgardner@example.net,Medicine and Biomedical Research,Brenda Prairie
112,3845,Spring 2024,F,Introduction to Business Administration and Management,1,11,Randy Martinez DDS,CS,conniethompson@example.com,Business Administration and Management,Page Center
34,2642,Fall 2023,F,Advanced Nursing and Public Health,1,18,Katelyn Oliver,Math,jsnyder@example.org,Pharmacy and Pharmaceutical Sciences,Bradford Ferry
38,388,Spring 2024,D,Ethics and Medicine and Biomedical Research,4,17,Gregory Miller,Math,hamiltonsteven@example.net,Nursing and Public Health,Campos Squares
106,339,Fall 2023,B,Applications of Mechanical and Aerospace Engineering,3,6,Scott Horton,Physics,williamduran@example.org,History and Cultural Studies,Brittany Corners
95,3689,Spring 2024,F,Classical Philosophy and Ethics,4,8,Maria Carter,Physics,millergregory@example.net,Political Science and International Relations,Brown Mission
173,692,Fall 2023,F,Policy and Marketing and Digital Strategy,1,13,Amanda Owens,History,patricia22@example.net,Marketing and Digital Strategy,Robinson Island
120,392,Fall 2023,D,Modern Psychology and Behavioral Sciences,2,20,Rachel Lambert,Math,fmiller@example.com,Environmental and Sustainability Studies,Brittany Mission
6,2230,Spring 2024,D,Methods in Economics and Policy Studies,1,14,Christopher Cook,Math,amberdixon@example.net,Economics and Policy Studies,Burns Spur
154,2687,Fall 2023,C,Policy and Environmental and Sustainability Studies,2,20,Anthony Turner,Physics,susan84@example.com,Environmental and Sustainability Studies,Brittany Mission
129,4097,Spring 2024,B,Case Studies in Entrepreneurship and Innovation,4,15,Amy Lucas,Physics,connie52@example.com,Entrepreneurship and Innovation,David Dale
185,2147,Fall 2023,F,Applications of Marketing and Digital Strategy,4,13,Timothy Carter,History,htanner@example.net,Marketing and Digital Strategy,Robinson Island
195,3289,Spring 2024,B,Principles of Linguistics and Modern Languages,4,10,April Green,Physics,claudia24@example.org,Linguistics and Modern Languages,Dana Cove
125,2600,Spring 2024,B,Advanced Entrepreneurship and Innovation,4,15,David Terrell,Physics,michellewells@example.org,Entrepreneurship and Innovation,David Dale
65,4745,Spring 2024,B,Principles of Chemistry and Materials Science,1,4,Jennifer Hall,Physics,lgeorge@example.net,Computer Science and Artificial Intelligence,Bowman Burg
73,2629,Fall 2023,A,Contemporary Issues in Economics and Policy Studies,3,15,Aaron Bautista,Math,jason94@example.org,Entrepreneurship and Innovation,David Dale
175,1670,Fall 2023,D,Contemporary Issues in Sociology and Anthropology,4,9,Jesse Mendez,Math,melissajackson@example.net,Sociology and Anthropology,Cynthia Square
87,2740,Spring 2024,A,Ethics and Philosophy and Ethics,4,8,Samantha Lee,CS,stephaniewilliams@example.org,Political Science and International Relations,Brown Mission
15,2608,Fall 2023,C,Advanced Sociology and Anthropology,1,10,Patrick Cordova,History,michael28@example.com,Linguistics and Modern Languages,Dana Cove
1,2543,Spring 2024,B,Classical Physics and Astronomy,4,1,Ashley Patterson,Physics,cassie11@example.org,Physics and Astronomy,Henderson Path
114,2380,Spring 2024,B,Advanced Medicine and Biomedical Research,2,16,Jacqueline Beck DVM,Physics,tannerdean@example.net,Medicine and Biomedical Research,Brenda Prairie
25,1262,Spring 2024,D,Methods in Marketing and Digital Strategy,4,13,Amy Jennings,Math,adunn@example.net,Marketing and Digital Strategy,Robinson Island
156,4230,Spring 2024,D,Modern Mechanical and Aerospace Engineering,4,5,Jordan Gray,Physics,claytondarius@example.org,Mechanical and Aerospace Engineering,Malone Turnpike
31,1422,Fall 2023,F,Modern Marketing and Digital Strategy,1,13,Shannon Martin,History,robertsjohn@example.com,Marketing and Digital Strategy,Robinson Island
66,4549,Spring 2024,C,Methods in Philosophy and Ethics,1,8,Sarah Lopez,History,lisaroach@example.net,Political Science and International Relations,Brown Mission
131,3765,Spring 2024,B,Foundations of Sociology and Anthropology,3,10,Sarah Mendoza,History,jamesbarrera@example.com,Linguistics and Modern Languages,Dana Cove
56,2837,Fall 2023,C,Modern History and Cultural Studies,2,7,Melinda Armstrong,History,ndurham@example.org,Philosophy and Ethics,Olsen Flats
119,2034,Spring 2024,A,Contemporary Issues in Pharmacy and Pharmaceutical Sciences,3,18,Ryan Obrien,Math,dominique57@example.net,Pharmacy and Pharmaceutical Sciences,Bradford Ferry
141,870,Fall 2023,D,Methods in Sociology and Anthropology,4,9,Christina Terrell,History,kristina96@example.org,Sociology and Anthropology,Cynthia Square
172,112,Spring 2024,F,Fundamentals of Psychology and Behavioral Sciences,2,19,Stephen Martinez,History,tina11@example.org,Psychology and Behavioral Sciences,Andrade Center
20,771,Spring 2024,D,Introduction to Chemistry and Materials Science,2,4,Samantha Wilson,Math,howardsheila@example.com,Computer Science and Artificial Intelligence,Bowman Burg
16,2150,Fall 2023,A,Case Studies in Finance and Investment Studies,2,13,Catherine Wright,Physics,ericmeyers@example.com,Marketing and Digital Strategy,Robinson Island
88,1841,Spring 2024,A,Perspectives on Philosophy and Ethics,3,7,Lisa Mitchell,History,marissadaniel@example.com,Philosophy and Ethics,Olsen Flats
179,4768,Spring 2024,D,Strategies in Medicine and Biomedical Research,1,16,Ricardo Conrad,Math,jelliott@example.com,Medicine and Biomedical Research,Brenda Prairie
28,903,Spring 2024,C,Perspectives on Philosophy and Ethics,2,8,Derrick Long,History,bethanymiller@example.org,Political Science and International Relations,Brown Mission
9,1018,Spring 2024,A,Fundamentals of Chemistry and Materials Science,2,4,Yolanda Haney,CS,phillipsmarilyn@example.org,Computer Science and Artificial Intelligence,Bowman Burg
175,4711,Spring 2024,F,Contemporary Issues in Sociology and Anthropology,4,9,Glenn Sanders,Math,nolanrichard@example.net,Sociology and Anthropology,Cynthia Square
143,4130,Fall 2023,C,Strategies in Marketing and Digital Strategy,2,13,Dana Curry,Physics,schultzwilliam@example.com,Marketing and Digital Strategy,Robinson Island
7,1227,Fall 2023,F,Innovations in Political Science and International Relations,3,9,Tyler Simpson,Math,yewing@example.org,Sociology and Anthropology,Cynthia Square
151,4513,Fall 2023,A,Classical Finance and Investment Studies,4,12,Cynthia Anthony,Physics,gdurham@example.org,Finance and Investment Studies,Davis Stream
26,4957,Fall 2023,D,Theories in Biological Sciences,1,2,Jessica Hamilton,History,mark75@example.org,Biological Sciences,Ramos Hills
119,2252,Fall 2023,C,Contemporary Issues in Pharmacy and Pharmaceutical Sciences,3,18,Mark Dorsey,History,edwinfisher@example.com,Pharmacy and Pharmaceutical Sciences,Bradford Ferry
4,468,Spring 2024,B,Innovations in Physics and Astronomy,3,2,Kristine Ortiz,Physics,jenniferwolf@example.net,Biological Sciences,Ramos Hills
43,2640,Fall 2023,C,Case Studies in Computer Science and Artificial Intelligence,3,5,Debra Pearson,Math,jacksoncarmen@example.com,Mechanical and Aerospace Engineering,Malone Turnpike
